Area,Production,Rainfall,Season,Temperature,Crop,pH,Nitrogen(kg/ha),ElectricalConductivity(ds/m)
1.0,0.3,98.79,Autumn,24.736,Moong(Green Gram),6.9,472.0,1.6
26176.0,28401.0,152.9296666666667,Kharif,26.92933333333333,Maize,6.9,227.0,2.7
5219.0,1823.0,127.308,Kharif,26.57833333333333,Urad,6.9,362.0,2.7
20.0,13.0,157.93033333333332,Kharif,26.89633333333333,Groundnut,5.5,378.0,3.2
1076.0,799.0,80.8518187751614,Whole Year,28.04519012310641,Dry chillies,5.3,454.0,5.1
2311.0,3543.0,197.66388758610145,Whole Year,29.03637475681387,Groundnut,6.4,356.0,2.6
7070.0,50098.0,47.09075,Rabi,23.885,Maize,6.3,251.0,1.3
36629.0,53177.0,45.069,Rabi,21.045,Wheat,6.9,222.0,1.4
76950.0,235689.0,11.18575,Rabi,19.2525,Wheat,6.6,439.0,5.3
14.0,6.0,135.721,Kharif,27.699,Moong(Green Gram),6.8,265.0,2.9
895.0,2125.0,195.377,Kharif,25.04333333333333,Rice,7.2,438.0,1.5
152.0,114.0,154.095,Kharif,28.13666666666667,Sesamum,6.4,353.0,3.7
2366.0,93263.0,6.22325,Rabi,20.134,Potato,7.3,342.0,3.0
5.0,5.0,180.2686666666667,Kharif,28.21433333333333,Dry chillies,5.6,276.0,2.5
800.0,1400.0,79.94,Kharif,22.08266666666666,Groundnut,5.9,235.0,1.9
46851.0,101724.0,2.2265,Rabi,21.80725,Wheat,6.3,360.0,1.6
30427.0,1279.0,158.296,Kharif,27.12533333333333,Urad,5.1,375.0,3.1
8675.0,28438.0,54.31,Autumn,23.82125,Maize,5.8,392.0,4.9
78.0,116.0,73.37025000000001,Autumn,23.96225,Rice,6.8,479.0,1.3
1337.0,495.0,19.10175,Rabi,22.07975,Gram,6.1,289.0,3.6
117.0,40.9,239.00833333333333,Kharif,28.40733333333333,Sesamum,6.0,350.0,5.6
66922.0,57961.0,83.75299999999999,Kharif,25.385,Groundnut,5.0,235.0,2.6
5.0,1.0,180.91000000000008,Kharif,23.946,Sesamum,6.1,326.0,2.1
37.0,3.0,96.5745,Autumn,22.74,Arhar/Tur,5.8,328.0,1.9
1698.0,650.0,164.89433333333332,Kharif,28.796,Urad,7.1,201.0,3.8
5990.0,5240.0,10.267,Rabi,21.873,Gram,6.3,467.0,3.0
1089.0,836.0,96.15570748969117,Whole Year,30.86250542086856,Dry chillies,7.2,203.0,3.0
38095.0,17143.0,147.01666666666668,Kharif,27.482,Groundnut,7.3,374.0,5.5
29110.0,16581.0,100.223,Kharif,28.71133333333333,Sesamum,6.9,455.0,1.1
736.0,6006.0,179.7723333333333,Kharif,26.11066666666666,Onion,6.0,350.0,4.6
25.0,24.0,91.72577953752706,Whole Year,28.71400431659741,Rapeseed &Mustard,7.1,255.0,1.5
3.0,2.0,215.231,Summer,26.19375,Maize,7.2,475.0,1.3
3.0,2.0,185.935,Kharif,28.215,Groundnut,6.6,323.0,5.1
81.0,1163.0,5.246,Rabi,20.55175,Onion,6.2,443.0,4.0
480.0,324.0,37.9435,Rabi,22.17575,Urad,6.8,297.0,3.6
4800.0,10400.0,118.7453333333333,Kharif,25.796,Maize,6.0,206.0,3.6
52592.0,40951.0,134.467,Kharif,26.16466666666667,Rice,6.1,452.0,5.0
345.0,191.0,216.89466666666667,Kharif,26.17066666666667,Jowar,5.0,247.0,5.1
22.0,10.0,26.35818119142511,Whole Year,28.636191230319238,Onion,7.3,319.0,1.7
3923.0,576.1,236.8696666666667,Kharif,26.095,Sesamum,5.3,468.0,5.2
161.0,141.0,143.02175,Summer,30.4315,Moong(Green Gram),7.3,302.0,4.0
653.0,150.0,229.879,Summer,27.3075,Urad,5.7,351.0,3.9
1991.0,831.0,88.79810562544527,Whole Year,30.72007530468473,Sesamum,5.4,385.0,2.1
13899.0,8461.0,194.58,Kharif,27.03633333333333,Arhar/Tur,6.3,370.0,2.3
42251.0,87814.0,15.6145,Rabi,21.9065,Wheat,6.0,407.0,1.8
43872.0,115453.0,182.1373333333333,Kharif,27.06266666666667,Rice,6.4,222.0,2.4
175.0,323.0,125.638,Summer,30.65,Maize,5.2,253.0,1.2
3059.0,11379.0,17.51575,Rabi,20.8905,Maize,6.1,240.0,2.3
20305.0,2285338.0,77.91447581087651,Whole Year,28.74961209777575,Sugarcane,7.0,301.0,2.8
2790.0,11453.0,84.25975,Rabi,22.25125,Dry chillies,5.2,424.0,4.4
97.0,28.0,172.94099999999997,Kharif,28.45266666666667,Moong(Green Gram),6.1,356.0,5.2
14000.0,5600.0,42.30366666666666,Kharif,29.682,Sesamum,5.9,306.0,3.1
75164.0,277000.0,156.71533333333332,Kharif,27.637,Rice,6.4,282.0,1.8
1999.0,1733.0,184.58633333333333,Kharif,27.02566666666667,Maize,5.3,293.0,5.5
27.0,43.4,42.9835,Rabi,22.65525,Wheat,5.8,283.0,1.8
12.0,20.0,189.28453795860847,Whole Year,29.81580549599234,Arhar/Tur,7.4,317.0,2.1
408.0,23506.0,141.37766666666667,Kharif,28.329,Sugarcane,5.2,207.0,3.0
100.0,100.0,204.7233333333334,Kharif,27.072,Jowar,7.3,393.0,1.7
115690.0,454893.0,76.88325,Rabi,25.93225,Rice,6.3,337.0,2.6
1027.0,4056.0,167.26675,Summer,29.12875,Maize,6.4,487.0,1.6
2875.0,2794.0,129.5876666666666,Kharif,24.45166666666666,Jowar,5.2,317.0,2.0
11963.0,22647.0,44.29475000000001,Rabi,20.6625,Wheat,6.1,348.0,4.7
1566.0,2438.0,56.13700000000001,Rabi,23.47075,Wheat,6.8,208.0,5.1
21900.0,48011.0,174.7553333333333,Kharif,28.06466666666667,Groundnut,7.5,362.0,2.2
299.0,56.0,197.33633333333333,Kharif,26.45966666666667,Sesamum,6.1,308.0,3.7
744.0,1623.0,48.279,Rabi,22.85125,Rice,6.5,395.0,2.7
178.0,3535.0,166.1503333333334,Kharif,26.361,Onion,5.4,214.0,5.7
1385.0,1981.0,146.5756666666666,Kharif,27.01566666666666,Rice,7.1,446.0,2.7
21.0,681.0,171.5831420937056,Whole Year,17.190656451560972,Sugarcane,7.0,466.0,2.5
700.0,200.0,54.95675,Rabi,23.714,Rapeseed &Mustard,6.9,265.0,2.9
21.0,7.0,172.0223333333333,Kharif,27.16566666666667,Rice,5.2,244.0,4.8
45747.0,88756.0,267.191,Kharif,28.255,Maize,7.1,227.0,3.8
3893.0,5933.0,25.18025,Rabi,20.34825,Gram,6.0,351.0,1.4
16710.0,9604.0,295.88366666666667,Kharif,25.446,Groundnut,5.1,419.0,1.7
3024.24,18339.0,23.69,Winter,20.51575,Potato,6.3,339.0,2.5
1566.0,12182.0,65.14543524546683,Whole Year,23.827161603009266,Potato,6.3,422.0,3.0
41613.0,43323.0,8.72325,Rabi,20.61425,Gram,6.3,264.0,2.0
42.0,32.7,91.42666666666666,Kharif,15.87,Dry chillies,5.0,449.0,2.7
8.0,12.0,195.43075,Summer,30.52725,Maize,7.2,498.0,3.2
40.0,28.0,307.58866666666665,Kharif,27.18466666666667,Arhar/Tur,5.4,475.0,5.2
2.0,2.0,165.892,Kharif,28.30733333333333,Sesamum,7.0,410.0,1.3
230.0,1311.0,85.46458333333334,Whole Year,24.91608333333334,Onion,5.6,275.0,2.2
932.0,2906.0,203.15,Kharif,24.75966666666666,Maize,6.5,497.0,3.4
5000.0,535180.0,106.2099686053241,Whole Year,30.975988715277786,Sugarcane,7.0,276.0,1.2
100.0,100.0,112.62705834726508,Whole Year,29.03613487379704,Dry chillies,6.1,490.0,1.3
77372.0,233961.0,14.193,Rabi,21.4395,Wheat,5.9,336.0,4.0
10419.0,5862.0,105.71445568046528,Whole Year,29.27826154177876,Moong(Green Gram),6.6,202.0,4.5
39751.0,36603.0,51.13166666666666,Kharif,28.99366666666667,Moong(Green Gram),5.8,237.0,3.8
290.0,2535.0,93.36200694444445,Whole Year,27.475673611111112,Onion,5.2,403.0,1.5
10343.0,5616.0,24.16425,Rabi,24.22375,Jowar,5.0,224.0,3.5
336.0,323.0,97.40843607543606,Whole Year,27.32187773539977,Dry chillies,7.4,271.0,3.8
150.0,80.0,282.191,Kharif,20.219666666666672,Sesamum,7.1,440.0,1.9
2942.0,932.0,184.16933333333336,Kharif,26.986666666666668,Arhar/Tur,7.2,421.0,2.9
24.0,5.0,115.956,Kharif,27.88033333333334,Moong(Green Gram),5.6,270.0,5.0
8600.0,6900.0,2.10125,Rabi,24.4715,Gram,7.4,437.0,2.7
12501.0,6951.0,53.1885,Rabi,23.64325,Jowar,7.5,236.0,5.4
21055.0,17695.0,68.10681008780361,Whole Year,27.710743391510853,Sesamum,7.2,464.0,4.7
1219.0,1256.0,86.89133333333332,Kharif,27.69366666666667,Maize,7.0,213.0,3.9
305.0,4118.0,175.68425,Summer,31.349,Onion,6.2,493.0,1.8
1750.0,1700.0,107.164,Autumn,25.4275,Rice,7.4,207.0,2.0
735.0,494.0,118.5833333333333,Kharif,27.37,Arhar/Tur,5.5,304.0,4.4
70689.0,28616.0,115.5286666666667,Kharif,27.48933333333333,Urad,6.5,488.0,3.6
1074.0,401.0,22.611,Rabi,20.05425,Urad,6.4,477.0,2.4
12595.0,9465.0,144.363,Kharif,23.88133333333333,Arhar/Tur,6.9,251.0,1.8
14941.0,20783.0,147.47125,Autumn,23.43925,Rice,7.4,441.0,1.6
171869.0,223318.0,152.53166666666667,Kharif,26.74066666666667,Rice,5.4,393.0,5.6
89.0,6404.0,68.1336232192963,Whole Year,31.274779970851174,Sugarcane,6.7,404.0,2.9
6120.0,21308.0,157.03799999999995,Summer,30.849,Maize,6.7,328.0,5.2
715.0,1532.0,17.0085,Rabi,23.027,Rice,6.3,352.0,1.2
6301.0,32266.0,210.326,Summer,29.45725,Maize,6.2,394.0,2.3
153920.0,254892.0,141.631,Kharif,27.89233333333333,Rice,6.5,274.0,3.8
24700.0,8900.0,10.328,Rabi,23.413,Gram,5.0,402.0,3.0
5449.0,117922.0,7.708499999999999,Rabi,18.561,Potato,5.7,207.0,2.6
118.0,42.0,84.56200000000003,Kharif,23.995,Moong(Green Gram),6.2,464.0,4.6
42187.0,45326.0,102.8576666666667,Kharif,28.01066666666667,Groundnut,5.2,238.0,1.1
100.0,100.0,126.2226666666667,Kharif,27.765,Urad,6.7,286.0,5.1
160611.0,559880.0,12.73125,Rabi,19.9745,Wheat,5.3,394.0,2.5
1318.0,13553.0,59.708990026068456,Whole Year,28.917400104957032,Potato,7.0,227.0,5.7
100.0,23.0,59.108,Rabi,22.9205,Sesamum,5.9,203.0,3.7
5376.0,15020.0,3.402,Rabi,19.82975,Wheat,5.8,270.0,3.7
3.0,77012.30591908224,44.95133333333334,Kharif,29.30366666666667,Urad,5.2,324.0,4.6
137.0,1300.0,52.645931534272954,Whole Year,27.46614873679839,Dry chillies,6.9,227.0,2.7
21333.0,7805.0,20.375,Rabi,24.25325,Gram,7.3,362.0,5.4
60.0,120.0,162.372,Whole Year,20.48225,Onion,7.4,257.0,1.3
48917.0,81104.0,119.4636666666667,Kharif,28.48333333333333,Maize,5.2,457.0,1.9
522.0,26389.0,118.1333810110838,Whole Year,27.11786798020352,Sugarcane,5.3,422.0,1.8
320.0,4387.0,78.83675,Summer,25.62875,Potato,7.4,468.0,2.5
700.0,18500.0,7.312,Rabi,19.74175,Onion,6.5,248.0,5.0
24.0,19.0,46.777,Rabi,23.58125,Gram,6.0,253.0,5.4
5758.0,5000.0,6.625499999999999,Rabi,19.818,Gram,5.3,439.0,2.4
700.0,450.0,249.1013333333334,Kharif,20.843000000000004,Arhar/Tur,5.8,476.0,2.8
5354.0,5400.0,227.5243333333333,Kharif,21.090333333333326,Rice,6.7,350.0,5.3
941.0,1910.0,181.4855,Summer,24.26775,Jowar,7.4,233.0,4.0
7165.0,6133.0,206.91566666666668,Kharif,27.36566666666667,Groundnut,7.2,425.0,2.8
64522.0,25628.0,157.5776666666667,Kharif,26.74966666666667,Groundnut,6.3,469.0,3.5
2117.0,300.2,255.976,Kharif,26.65166666666667,Sesamum,6.4,355.0,1.4
11823.0,20844.0,48.849,Kharif,27.641,Jowar,6.6,275.0,2.2
11829.0,8682.0,41.35975000000001,Rabi,18.9595,Rapeseed &Mustard,6.5,429.0,3.0
94.0,167.0,183.11,Kharif,28.713,Arhar/Tur,6.9,364.0,2.7
499.0,831.0,166.425,Kharif,27.33266666666666,Maize,7.4,233.0,3.7
4680.0,1522.0,95.94877895824101,Whole Year,31.405232102429967,Moong(Green Gram),7.1,244.0,3.3
10291.0,17542.0,433.93750000000017,Summer,28.636,Rice,6.9,243.0,3.4
1706.0,1180.0,115.349,Kharif,26.07866666666667,Urad,5.7,243.0,3.5
49835.0,37770.0,36.03766666666667,Kharif,20.352333333333327,Maize,5.9,425.0,2.2
8150.0,13477.0,294.32525,Summer,27.35125,Rice,5.2,218.0,3.1
137000.0,155000.0,6.007999999999999,Winter,22.57225,Rice,6.2,223.0,4.8
262.0,147.0,166.32066666666668,Kharif,25.361666666666668,Moong(Green Gram),6.2,215.0,5.5
2988.0,35969.0,113.1221688106835,Whole Year,28.74113951983668,Potato,6.8,353.0,1.8
5316.0,567404.0,87.67129934462116,Whole Year,31.480979689615868,Sugarcane,5.3,231.0,4.2
1300.0,500.0,201.34166666666667,Kharif,26.67166666666667,Groundnut,6.4,296.0,4.9
300.0,100.0,29.17925,Rabi,24.58325,Sesamum,5.5,432.0,4.6
12.0,72.0,94.95429506149321,Whole Year,29.17249942843617,Sugarcane,5.3,217.0,4.4
2553.0,28593.0,78.90490784782615,Whole Year,30.22891443948349,Onion,5.0,356.0,1.6
3000.0,4000.0,170.17975,Autumn,26.02175,Rice,6.3,433.0,3.0
229.0,2929.0,95.3412825034115,Whole Year,27.41135974274589,Onion,7.3,431.0,1.2
1090.0,713.0,62.82525,Rabi,24.278,Wheat,6.0,384.0,4.0
484.0,1100.0,266.92549999999994,Summer,24.10625,Maize,5.3,426.0,5.6
120.0,660.0,153.18375,Summer,24.20425,Onion,6.8,487.0,3.5
1844.0,2803.0,367.971,Kharif,28.01266666666667,Arhar/Tur,6.0,443.0,3.9
1658.0,14466.0,120.281,Kharif,27.02633333333334,Onion,7.3,222.0,5.4
2894.0,4790.0,89.78,Rabi,25.636,Groundnut,7.3,486.0,1.2
13.0,7.0,17.7370218846525,Whole Year,28.364810316046572,Dry chillies,7.4,276.0,1.9
7990.0,14971.0,392.4975,Summer,27.2585,Rice,6.4,242.0,3.5
1534.0,1656.0,136.3571742616877,Whole Year,28.63329534529957,Dry chillies,5.3,248.0,2.6
48389.0,33578.0,15.93,Rabi,19.663,Gram,7.0,322.0,2.0
2605.0,2670.0,160.69433333333333,Kharif,28.846,Urad,5.2,380.0,2.7
55.0,85.0,230.16947130594139,Whole Year,25.45716261574074,Onion,6.8,335.0,3.9
31400.0,13300.0,34.13666666666667,Kharif,28.68666666666667,Sesamum,5.8,450.0,4.4
150000.0,540000.0,4.212999999999999,Rabi,19.04925,Wheat,7.4,440.0,3.8
203.0,98.0,283.70075,Summer,27.97275,Moong(Green Gram),6.8,495.0,3.3
75.0,22.4,93.58825,Autumn,25.2225,Urad,6.0,351.0,3.5
69.0,4840.8,15.45775,Winter,22.2895,Sugarcane,5.5,248.0,3.3
9610.0,9443.0,26.24575,Rabi,20.074,Wheat,6.5,460.0,3.8
11300.0,4800.0,81.05466666666666,Kharif,25.78466666666667,Sesamum,7.0,336.0,1.4
11.0,530.0,76.96302528256794,Whole Year,27.05342727355742,Sugarcane,6.1,377.0,4.7
10543.0,20000.0,113.4186666666667,Kharif,27.78833333333334,Maize,5.7,480.0,1.8
60.0,57.0,80.52492913597317,Whole Year,28.01896665826294,Dry chillies,5.0,481.0,2.7
123000.0,407000.0,10.7965,Rabi,19.18025,Wheat,5.7,338.0,5.5
2.0,5.0,18.78,Rabi,19.8095,Maize,5.9,443.0,4.5
52.0,12.0,93.36713639408691,Whole Year,27.72368753895985,Rapeseed &Mustard,7.2,307.0,1.5
1973.0,1372.0,124.4863333333333,Kharif,23.92966666666667,Jowar,5.1,435.0,1.4
270.0,153.0,312.8716666666666,Kharif,27.76533333333333,Moong(Green Gram),6.1,487.0,1.7
12420.0,2530.0,73.22824999999997,Rabi,19.3655,Moong(Green Gram),6.9,345.0,5.5
5800.0,18400.0,23.34225,Rabi,24.5615,Maize,5.0,298.0,3.3
3517.0,4333.0,88.99700000000001,Kharif,27.81666666666667,Groundnut,7.4,395.0,5.6
3687.0,717.0,154.5966666666667,Kharif,26.97566666666667,Moong(Green Gram),5.2,235.0,5.4
58241.0,25119.0,189.594,Kharif,24.971,Moong(Green Gram),6.8,260.0,3.2
111.0,240.0,61.10425000000001,Rabi,22.35575,Wheat,6.5,415.0,1.1
254.0,25.0,124.456,Kharif,26.463,Sesamum,7.4,437.0,1.6
265.0,339.0,84.02300000000002,Kharif,25.95733333333333,Jowar,7.2,240.0,1.8
6000.0,420000.0,28.80651562500001,Whole Year,27.85958275462962,Sugarcane,7.0,297.0,4.2
2365.0,1725.0,97.93636984659922,Whole Year,28.725211101669785,Sesamum,5.7,367.0,4.4
35993.0,23359.0,200.5516666666666,Kharif,27.17766666666667,Arhar/Tur,6.0,369.0,1.2
172.0,216.7,181.0605,Summer,28.02225,Groundnut,7.1,408.0,1.9
5.0,4.0,13.749,Rabi,20.70075,Gram,5.4,262.0,1.7
8378.0,5894.0,16.569000000000006,Rabi,18.951,Rapeseed &Mustard,6.4,360.0,3.9
3.0,2.0,118.201,Kharif,27.70333333333333,Moong(Green Gram),5.8,201.0,3.7
8514.0,379713.0,153.0343333333333,Kharif,28.187,Sugarcane,5.4,424.0,2.3
1106.0,1899.0,201.3683333333333,Kharif,29.00800000000001,Maize,5.8,407.0,1.8
100.0,600.0,70.26733333333333,Whole Year,26.57416666666667,Potato,7.2,259.0,1.2
57300.0,153200.0,0.54275,Rabi,23.6375,Wheat,5.3,428.0,1.8
660.0,8420.3,5.88825,Winter,23.85975,Potato,5.3,367.0,1.8
2671.0,3068.0,194.58,Kharif,27.03633333333333,Maize,5.6,427.0,1.7
212.0,42.0,212.27200000000002,Kharif,25.939,Sesamum,6.8,334.0,4.7
60.0,60.0,231.2013333333333,Kharif,20.692,Groundnut,6.1,406.0,2.1
1014.0,787.0,47.0585,Rabi,21.13125,Rapeseed &Mustard,5.5,290.0,4.4
1546.0,240.0,160.79399999999995,Kharif,27.49933333333334,Moong(Green Gram),6.7,221.0,4.2
59.0,100.0,58.7874707596809,Whole Year,27.234410604635173,Dry chillies,6.0,252.0,4.4
16134.0,71877.0,27.18675,Rabi,22.10975,Maize,6.7,273.0,5.0
647.52,501.83,25.08275,Rabi,20.17275,Gram,6.5,282.0,5.4
2200.0,1300.0,60.095333333333336,Kharif,27.35733333333333,Moong(Green Gram),6.6,320.0,4.4
3287.0,1463.0,73.30375000000002,Summer,33.284,Moong(Green Gram),7.4,472.0,1.7
23.0,162.0,48.617,Rabi,23.11375,Onion,5.0,442.0,2.7
1542.0,1419.0,6.364000000000001,Rabi,20.4295,Gram,6.1,265.0,5.1
632.0,257.0,13.503,Rabi,20.22575,Gram,7.3,469.0,3.5
27000.0,25300.0,15.7665,Rabi,24.64475,Wheat,7.4,231.0,3.5
900.0,600.0,104.20366666666668,Kharif,28.73733333333334,Arhar/Tur,5.5,283.0,5.5
19.0,16.0,353.63800000000015,Summer,20.9585,Groundnut,6.3,295.0,2.9
2940.0,403.0,183.163,Kharif,26.79866666666667,Sesamum,7.4,264.0,4.0
8000.0,15000.0,118.48366666666668,Kharif,27.58966666666667,Maize,6.3,391.0,3.8
224086.0,327390.0,52.1415,Rabi,24.849,Gram,5.3,355.0,2.2
1481.0,80290.0,71.1385249595113,Whole Year,28.89947942467144,Sugarcane,6.3,412.0,5.3
11286.0,2844.1,261.778,Summer,29.2205,Moong(Green Gram),5.1,321.0,3.8
2687.0,3131.9,162.4153333333333,Kharif,24.488000000000003,Groundnut,7.2,428.0,5.3
100.0,100.0,79.44133333333333,Kharif,27.13133333333333,Groundnut,6.6,305.0,1.2
109.0,93.0,160.22033333333331,Kharif,26.45066666666667,Rice,5.9,432.0,1.8
5048.0,2666.0,15.553333333333333,Kharif,29.627,Jowar,6.5,290.0,4.9
26260.0,36958.0,51.63275,Rabi,20.5025,Wheat,5.3,401.0,4.6
522.0,678.0,58.540333333333336,Kharif,27.38033333333333,Rice,5.6,221.0,2.4
57.0,767.0,131.418,Summer,30.93975,Onion,5.4,351.0,4.2
241162.0,334923.0,258.021,Kharif,27.146,Rice,6.2,333.0,3.0
1756.0,1003.0,20.6955,Rabi,16.137999999999998,Rapeseed &Mustard,6.8,351.0,2.9
2.0,2.0,142.81866666666662,Kharif,26.952333333333332,Groundnut,6.6,409.0,1.2
1115.0,1286.0,57.54266666666666,Kharif,27.555,Jowar,5.3,362.0,5.1
94309.0,163179.0,14.47375,Rabi,20.43675,Wheat,6.1,358.0,2.8
210.0,9150.0,231.36866666666668,Kharif,23.367,Sugarcane,6.0,496.0,2.2
8600.0,3000.0,258.06533333333334,Kharif,26.218000000000004,Arhar/Tur,6.8,499.0,1.1
19698.0,6775.0,41.10175,Autumn,25.539,Rice,7.4,407.0,4.0
400.0,10500.0,59.34075000000001,Whole Year,26.37816666666666,Potato,5.2,261.0,3.9
97.0,108.0,230.59866666666665,Kharif,26.46933333333333,Jowar,5.5,465.0,3.4
1.0,1.1,7.25375,Winter,23.252,Groundnut,5.8,416.0,4.7
81817.0,291510.0,229.40325,Summer,29.17375,Rice,6.3,344.0,1.3
1.0,1.0,11.585,Rabi,19.7845,Maize,6.5,298.0,5.4
67.0,25.0,83.75299999999999,Kharif,25.385,Urad,5.7,496.0,3.1
2.0,2.0,66.249,Autumn,22.74825,Rice,5.1,366.0,1.1
16102.0,1299947.0,89.05270631757305,Whole Year,28.70396767481465,Sugarcane,7.3,234.0,1.1
289.0,5242.0,116.52342537353191,Whole Year,28.23585936978613,Potato,5.6,297.0,3.3
27900.0,16900.0,190.007,Kharif,27.05866666666667,Arhar/Tur,5.2,397.0,3.8
249.0,231.0,43.87725,Rabi,21.153,Dry chillies,6.6,484.0,2.8
11508.0,10448000.0,89.05058333333334,Whole Year,28.17583333333333,Sugarcane,6.5,320.0,3.7
180028.0,167461.0,139.4316666666667,Kharif,26.54,Rice,7.1,269.0,3.2
159057.0,71170.0,149.264,Kharif,26.83833333333333,Moong(Green Gram),6.0,412.0,5.0
9.0,6.0,64.35616998670478,Whole Year,31.2244227499156,Gram,5.8,255.0,3.3
327.0,5003.0,34.5705,Rabi,20.5105,Onion,5.6,276.0,1.7
176.0,94.0,118.75600681182492,Whole Year,27.858176729681073,Dry chillies,6.8,391.0,2.7
2719.0,4989.0,144.18066666666667,Kharif,27.46433333333333,Groundnut,6.2,325.0,5.6
8.0,63.0,79.44922088454766,Whole Year,27.89148979581991,Potato,6.7,327.0,2.7
18.0,10.0,97.28166666666668,Kharif,28.50466666666667,Urad,5.7,271.0,1.3
78.0,74.0,123.7256666666667,Kharif,26.89233333333333,Groundnut,6.4,375.0,3.1
34.0,32.0,84.46759577511513,Whole Year,28.36332959821354,Dry chillies,6.8,311.0,4.7
506.0,358.0,35.354,Rabi,20.71975,Wheat,5.5,484.0,4.4
51.0,318.0,52.72348126100324,Whole Year,26.89037949375367,Onion,5.9,473.0,2.9
450.0,4056.0,180.3489241898148,Whole Year,22.52482523148149,Potato,6.2,374.0,1.1
14451.0,15595.0,195.9153333333333,Kharif,26.57833333333333,Arhar/Tur,6.8,492.0,1.5
5.0,7.0,202.044,Summer,28.88125,Moong(Green Gram),6.0,364.0,5.2
756.0,711.0,22.829,Rabi,21.2185,Gram,7.0,352.0,1.6
100.0,100.0,125.63475,Summer,30.101,Groundnut,7.1,350.0,3.0
145.0,166.0,188.92633333333333,Kharif,29.22033333333333,Arhar/Tur,5.7,422.0,2.9
272.0,379.0,119.4715,Rabi,26.41425,Groundnut,6.1,366.0,5.4
129623.0,8792587.0,116.5853333333333,Kharif,27.997,Sugarcane,6.7,455.0,2.8
165.0,6993.2,5.0675,Winter,23.78125,Sugarcane,5.7,498.0,1.3
500.0,600.0,219.5433333333333,Kharif,25.14,Groundnut,5.2,217.0,2.4
292.0,3400.0,185.1515,Summer,30.4,Onion,5.8,315.0,5.3
33284.0,47014.0,207.72175,Summer,28.856,Rice,5.8,468.0,4.2
13.0,153.0,13.0315,Rabi,17.406,Potato,6.8,443.0,3.0
1900.0,732.0,13.58575,Rabi,23.504,Sesamum,6.4,258.0,3.8
27080.0,4495.0,147.41666666666669,Kharif,27.261,Sesamum,6.8,311.0,2.8
182.0,1967.0,120.8034260973402,Whole Year,27.501634584717642,Onion,5.4,370.0,3.3
4400.0,1038.4,199.78175,Summer,27.238000000000003,Sesamum,5.1,304.0,4.6
12739.0,15285.0,10.5995,Rabi,20.4765,Rapeseed &Mustard,6.2,258.0,3.3
6710.0,6189.0,119.2056666666667,Kharif,27.78833333333334,Arhar/Tur,5.3,402.0,3.1
123.0,70.0,119.5783333333333,Kharif,28.06966666666667,Jowar,7.3,300.0,2.5
70.0,522.0,57.664483410493844,Whole Year,29.241308545524692,Potato,6.9,223.0,2.5
169.0,173.0,253.5906666666666,Kharif,25.25233333333334,Arhar/Tur,5.9,329.0,5.1
379.0,696.0,153.63575,Summer,30.2315,Maize,6.8,278.0,4.6
1641.0,314.0,13.809,Rabi,20.32425,Rapeseed &Mustard,7.4,263.0,3.6
50800.0,111900.0,11.764,Rabi,23.13925,Wheat,6.5,385.0,5.1
41.0,34.0,133.8906666666667,Kharif,28.085,Groundnut,7.3,222.0,1.5
60580.0,46353.0,5.17325,Rabi,21.3295,Gram,5.9,476.0,4.9
9700.0,8900.0,99.68533333333332,Kharif,28.76033333333334,Arhar/Tur,5.7,211.0,4.7
83894.0,229032.0,29.43525,Rabi,19.8815,Wheat,7.4,226.0,4.2
2120.0,648.7,227.144,Summer,26.7885,Moong(Green Gram),6.6,236.0,5.2
505.0,954.0,191.4413333333333,Kharif,26.514,Arhar/Tur,6.4,481.0,5.0
982.0,343.0,72.28399999999998,Rabi,23.89075,Arhar/Tur,5.9,229.0,4.2
70.0,154.0,203.4950511189731,Whole Year,18.81715850509603,Dry chillies,5.9,413.0,1.6
1620.0,1740.0,9.2155,Rabi,20.57875,Rapeseed &Mustard,6.6,209.0,4.2
1246.0,933.0,27.036,Rabi,23.995,Wheat,6.2,463.0,5.5
569.0,340.0,158.45033333333333,Kharif,27.77966666666667,Urad,5.3,275.0,2.8
15355.0,74010.0,421.396,Kharif,25.784,Rice,5.2,419.0,1.2
9.0,8.0,135.151,Kharif,28.162,Groundnut,6.7,335.0,2.0
1443.0,80737.3,107.5717831227495,Whole Year,27.84103962110983,Sugarcane,7.4,203.0,5.6
6200.0,300.0,262.1223333333333,Kharif,28.31333333333333,Sesamum,5.3,295.0,1.5
141.0,6395.0,74.40666666666667,Kharif,28.91533333333334,Sugarcane,5.2,319.0,3.5
14376.0,29409.0,307.95166666666665,Kharif,26.49133333333333,Maize,5.3,214.0,2.0
36848.0,130501.0,104.06,Summer,26.16875,Rice,7.3,448.0,4.8
386.0,18651.0,249.71696235996498,Whole Year,27.98475029439986,Sugarcane,6.6,291.0,5.7
73.0,87.6,50.18491608796296,Whole Year,24.97118807870369,Sugarcane,5.9,255.0,5.4
2034.0,2345.2,122.46325,Autumn,23.72300000000001,Groundnut,6.0,288.0,5.0
8802.9,10484.25,20.8855,Rabi,19.0105,Wheat,6.5,236.0,5.5
8.0,4.0,392.74933333333337,Kharif,27.12833333333333,Maize,6.1,382.0,1.7
6189.0,10665.0,50.21725,Autumn,24.49875,Maize,6.1,479.0,1.5
1320.0,1725.0,169.46099999999996,Kharif,27.378,Arhar/Tur,7.2,408.0,5.2
